ODA	0.001	0.852
ODELIA	0.001	0.853
OLENE	0.001	0.854
OLEVIA	0.001	0.855
OLIMPIA	0.001	0.856
OLINDA	0.001	0.857
ONIE	0.001	0.858
ONITA	0.001	0.859
ORALEE	0.001	0.860
ORETHA	0.001	0.861
OSCAR	0.001	0.862
OTELIA	0.001	0.863
OTHA	0.001	0.864
OZELL	0.001	0.865
OZIE	0.001	0.866
PA	0.001	0.867
PALMIRA	0.001	0.868
PAMILA	0.001	0.869
PAMULA	0.001	0.870
PARTHENIA	0.001	0.871
PASTY	0.001	0.872
PATRIA	0.001	0.873
PAULENE	0.001	0.874
PAULITA	0.001	0.875
PAZ	0.001	0.876
PEARLY	0.001	0.877
PEG	0.001	0.878
PEI	0.001	0.879
PETER	0.001	0.880
PETRONILA	0.001	0.881
PHEBE	0.001	0.882
PHUNG	0.001	0.883
PHYLICIA	0.001	0.884
PING	0.001	0.885
POK	0.001	0.886
PORSCHE	0.001	0.887
PRISCILA	0.001	0.888
PROVIDENCIA	0.001	0.889
PURA	0.001	0.890
QUINN	0.001	0.891
QUYEN	0.001	0.892
RACHAL	0.001	0.893
RAELENE	0.001	0.894
RAGUEL	0.001	0.895
RAISA	0.001	0.896
RANEE	0.001	0.897
RAYMOND	0.001	0.898
RAYMONDE	0.001	0.899
REA	0.001	0.900
REAGAN	0.001	0.901
REANNA	0.001	0.902
REBECKA	0.001	0.903
REENA	0.001	0.904
REFUGIA	0.001	0.905
REGINE	0.001	0.906
REGINIA	0.001	0.907
REITA	0.001	0.908
REMA	0.001	0.909
REMONA	0.001	0.910
RENAY	0.001	0.911
RENDA	0.001	0.912
RENNA	0.001	0.913
RESSIE	0.001	0.914
REYNALDA	0.001	0.915
RHEBA	0.001	0.916
RHONA	0.001	0.917
RIA	0.001	0.918
RICARDA	0.001	0.919
RICKI	0.001	0.920
RICKIE	0.001	0.921
RIMA	0.001	0.922
RIVA	0.001	0.923
RIVKA	0.001	0.924
ROBBI	0.001	0.925
ROBBYN	0.001	0.926
ROBENA	0.001	0.927
ROBERTO	0.001	0.928
ROCHEL	0.001	0.929
